token_id,frequency,rock_count,rock_rate,avg_loss_before,avg_loss_after,avg_improvement,avg_teacher_entropy,avg_student_entropy_before,avg_student_entropy_after,rank_by_rate,rank_by_count,token_string
7079,37,15,0.40540540540540543,0.8097312108934479,0.7678639170842724,0.04186729380917553,0.6825295126056172,1.068962513683112,0.9846216992324067,40,1820, projects
37596,37,15,0.40540540540540543,1.5325257025377486,1.4979625672254966,0.03456313531225197,0.5348220662751889,0.5101454690778376,0.5740561226596804,41,1821, mathematics
18580,37,15,0.40540540540540543,1.2498980698150557,1.2093578288079918,0.04054024100706388,1.2417971743522465,1.3715850976673332,1.3852323511162319,42,1822, strategic
29279,39,15,0.38461538461538464,1.5420991894251739,1.454387270212651,0.08771191921252286,1.0813370579764103,1.0094624818899693,1.0131693173868535,57,1823, Ensure
2526,39,15,0.38461538461538464,0.9027841006381772,1.1878238425303538,-0.2850397418921766,1.0686437198175833,1.1194155943790416,1.0983861410717601,58,1824, custom
45505,39,15,0.38461538461538464,0.6281982713398525,0.6847476061521675,-0.056549334812314944,0.8912669478585017,0.8313975292717842,0.8015538382311375,59,1825, spoon
7611,40,15,0.375,0.7807736483235204,0.8936608009146767,-0.11288715259115634,0.5986536262367735,0.6468071140378016,0.5900385081782588,63,1826, devices
7203,41,15,0.36585365853658536,1.173605908870164,1.1749154067631646,-0.0013094978930006107,1.4057763744168348,1.1754614431183876,1.1694878738759675,73,1827, movement
18822,41,15,0.36585365853658536,0.47986882562797356,0.7674850932412594,-0.2876162676132858,0.9396200750119666,0.9849604220447562,0.9194885570408277,74,1828, repeatedly
52280,43,15,0.3488372093023256,1.0923510462392207,1.0263195962233598,0.06603145001586097,1.246479491854823,1.0989604895544607,1.0903322236655757,101,1829,Important
3942,44,15,0.3409090909090909,0.840321283599425,0.8637708481029527,-0.023449564503527642,0.893088272612555,0.8735971657083287,0.9133710213965184,112,1830, community
56204,45,15,0.3333333333333333,0.7663350510320419,0.7239835156218356,0.04235153541020631,1.0137400433912667,0.9445848588534217,0.9772296463811977,116,1831, approximation
5404,46,15,0.32608695652173914,0.8745124671237994,0.9359807014756364,-0.061468234351837014,1.0515520708244517,1.0720587253410236,1.049411238819987,133,1832,Do
1633,47,15,0.3191489361702128,0.5633115867840776,0.7481082627789951,-0.18479667599491756,0.44836679956611947,0.5882072411414094,0.5166034789181914,156,1833, object
9956,49,15,0.30612244897959184,0.788432874160649,0.9319690949316598,-0.1435362207710108,0.9304557262362462,0.8384794113587063,0.6909340277846667,190,1834, wind
11464,30,14,0.4666666666666667,0.9381044713935505,1.3383263751243553,-0.4002219037308048,0.7239218155232569,0.7545821614253024,0.8655648212724676,13,1903, explicit
5547,32,14,0.4375,1.031078974366153,1.0194835260170123,0.011595448349140725,0.8376648012553005,0.9410840994846694,0.8689984881120836,24,1904, Work
5601,32,14,0.4375,0.8482396015169797,0.8588256579823792,-0.010586056465399452,1.142951496760361,0.9829604426340666,1.0431034955981886,25,1905, rules
7468,33,14,0.42424242424242425,0.5858162476508755,0.7075684789632154,-0.12175223131233992,0.8720089170793252,0.9256759571016477,0.9280586016586423,30,1906, programs
5501,33,14,0.42424242424242425,0.6348742590593743,0.8255388103010993,-0.190664551241725,0.45222835409224377,0.5903202650703007,0.8372958317102696,31,1907,Please
14892,33,14,0.42424242424242425,0.9349976164768591,0.9454703539588742,-0.01047273748201516,1.0726600996541409,1.1097197630866007,1.038805279118771,32,1908, EV
6116,34,14,0.4117647058823529,0.7194939357064226,0.7310951893656131,-0.011601253659190514,1.2485687706400366,1.2068612864788841,1.1618647126152235,36,1909, became
11682,34,14,0.4117647058823529,1.2007521150996634,1.45989234481535,-0.2591402297156866,0.8387438179514206,1.0547521539470728,0.9315075046547195,37,1910, detailed
4243,35,14,0.4,1.2019832142096545,1.23698374754084,-0.03500053333118558,1.2013887000137142,1.1562430886285646,0.9887192900691714,44,1911,dis
11178,35,14,0.4,0.6539013575804087,0.7806817391945515,-0.12678038161414285,1.1041648896793568,1.2126796461593454,1.1296807784049763,45,1912, candidates
7945,35,14,0.4,0.9834782392850944,1.0442221079021692,-0.060743868617074814,1.0770742870867251,1.0480332698140826,1.0181737857205526,46,1913, particularly
17903,36,14,0.3888888888888889,0.7644329307626726,0.8512251599070927,-0.08679222914442009,0.9650569604192343,1.065138490508414,0.9776858097045786,51,1914, transportation
2390,36,14,0.3888888888888889,0.6840307387842807,0.759157154040431,-0.07512641525615038,0.8912935695839413,0.8640499063293545,0.8133871004743014,52,1915, project
656,36,14,0.3888888888888889,0.7208684931011216,0.9107536600765245,-0.18988516697540292,0.7868058859685656,0.7484498840016198,0.7418820722868867,53,1916, self
4650,37,14,0.3783783783783784,0.9463749236232173,0.9243612501241669,0.022013673499050368,1.1534938601496931,1.434571464495683,1.3237017815982974,62,1917, potential
3085,39,14,0.358974358974359,1.1410992141210068,1.1531212020080346,-0.012021987887027796,0.9869030971760646,1.104499081776549,1.1743034082345474,81,1918, With
395,40,14,0.35,0.8348510436248034,0.8847101318649948,-0.04985908824019136,1.2287046810612083,1.196886445581913,1.2228171799331904,98,1919,ass
5904,40,14,0.35,0.6572647243272514,0.71565521103621,-0.05839048670895863,0.9258449429646134,0.9985226966440678,0.8722346485592425,99,1920, evidence
26567,40,14,0.35,1.0035269433445384,1.158487751243456,-0.15496080789891753,0.6048100869706637,0.5628335988622488,0.5831008492977844,100,1921,Apple
6534,42,14,0.3333333333333333,1.1878174500300789,1.0663560467350006,0.12146140329507826,0.8613243256459966,0.8719887775906023,0.8360658008683198,126,1922, situation
24065,42,14,0.3333333333333333,0.7250576909850462,0.7500801024517776,-0.025022411466731342,0.9641950663533949,1.061352014031616,0.973342543512228,127,1923, transit
2205,43,14,0.32558139534883723,1.358540688581808,1.3549211492036404,0.0036195393781677243,1.1027676001513311,0.8176769655100394,0.7845078534013483,135,1924, local
3421,43,14,0.32558139534883723,0.842605662082908,0.7843049191174137,0.05830074296549426,1.2300103640405289,1.1108441065910082,1.1886080796830356,136,1925, cover
34087,44,14,0.3181818181818182,0.6657891101540738,0.71688567543127,-0.05109656527719619,0.7379936535460097,0.6643584552887618,0.7584015784403949,158,1926,closed
10847,45,14,0.3111111111111111,0.8398434579346536,0.7925540964377837,0.04728936149686991,0.9292110739068853,1.1830405248949925,1.1386338950238295,175,1927, advanced
7377,45,14,0.3111111111111111,0.798447674670561,0.8037400073554747,-0.005292332684913692,0.8737767874955973,1.0198998455411528,1.049985809451807,176,1928, digital
13655,45,14,0.3111111111111111,1.4126469302094644,1.2746754195127221,0.1379715106967423,1.3563605333937125,1.211430054737462,1.1946198278003268,177,1929, Keep
5896,45,14,0.3111111111111111,1.1840088267862685,1.1467811240044132,0.037227702781855276,0.7425662516997995,0.8902927550944797,0.9835465114365636,178,1930, financial
4752,46,14,0.30434782608695654,0.7436287286794702,0.7460320056682341,-0.0024032769887639693,1.0937369679198463,1.1675493429447126,1.169000306177306,192,1931, building
4480,46,14,0.30434782608695654,0.8551747718628299,0.7035095125962549,0.15166525926657493,1.22525345015263,1.1908569781010991,1.1479603718224731,193,1932,part
3900,30,13,0.43333333333333335,1.040722018914918,0.9479340881109237,0.09278793080399428,1.0285519483188788,1.0660285629332065,0.9975668137272199,26,2012, hope
34006,31,13,0.41935483870967744,1.2565650412082416,1.41099018193434,-0.15442514072609836,1.1798003751356456,1.0688254281788343,1.048418674002131,33,2013, Avoid
2618,33,13,0.3939393939393939,0.9405610075336881,0.9929095708789784,-0.052348563345290255,1.2173532591991578,1.182729806200686,1.1009659082205459,50,2014, job
9186,35,13,0.37142857142857144,0.5104060476679089,0.5578534535053352,-0.04744740583742635,0.6757318639778532,0.7819403300327914,0.7056302171267037,67,2015, Support
8960,35,13,0.37142857142857144,0.6495615074714773,0.8456764466960254,-0.19611493922454803,0.8059018443226056,0.7005792076271583,0.5621217258855592,68,2016,break
1055,36,13,0.3611111111111111,1.171143558031569,1.1231827740428142,0.04796078398875481,1.1815601647014975,1.0970766157843173,1.1602498922729865,77,2017,of
20975,37,13,0.35135135135135137,0.8798827035391057,0.8051274213974811,0.07475528214162463,1.1122861987457844,1.2388151114514707,1.2672657575009931,95,2018, explicitly
14043,37,13,0.35135135135135137,0.5281470050396353,0.6261155358820852,-0.09796853084244994,0.9055292947972752,0.7425417325100933,0.6435058302378968,96,2019, maps
17059,39,13,0.3333333333333333,1.2429237767204517,1.1583303160710399,0.08459346064941187,0.3591398420408842,0.3862585921037046,0.462060890543235,118,2020, weekly
17233,39,13,0.3333333333333333,0.5477732366084987,0.6157136540876262,-0.06794041747912749,0.8642141043862629,0.8232123429091492,0.7581061455010711,123,2021, cooking
18654,39,13,0.3333333333333333,1.0232922483126645,0.8916090566620906,0.13168319165057396,1.030440704538845,1.0555714583617652,1.0671767115981754,124,2022,also
6514,40,13,0.325,0.924461166635956,0.9079900788817212,0.01647108775423478,1.2232729034047225,1.0828703421771935,1.0951089291236713,137,2023, mix
34946,40,13,0.325,1.1907490539131687,1.1193095809794613,0.07143947293370734,0.9586725716944784,1.0253941089380532,1.0141841345917784,138,2024,especially
4399,40,13,0.325,0.6957521973410621,0.6137294093026867,0.08202278803837537,0.7585080777993426,0.6707015281252098,0.7633418846875429,139,2025, fall
8149,40,13,0.325,1.0247389448452666,1.1142363998323161,-0.08949745498704953,0.8747333930687773,0.9309020000606267,0.8966311159385896,140,2026, supply
17719,41,13,0.3170731707317073,0.7329404556355767,0.7398259573648119,-0.006885501729235188,1.0790069761097563,1.1054300751214814,1.105769688520501,160,2027, reducing
6961,41,13,0.3170731707317073,0.7817057489920421,0.8159800361039432,-0.03427428711190106,0.8816441867597083,0.9258001635430335,0.889275541455235,161,2028, physical
5815,41,13,0.3170731707317073,0.9397584890116987,0.9034269381845994,0.03633155082709927,0.6913920489390787,0.6390840873243473,0.7011354705638241,162,2029, associated
21008,42,13,0.30952380952380953,0.6301255049183965,0.6226544684420029,0.007471036476393578,0.8960045683419421,1.0226472944376015,1.1462544614360446,181,2030, Handles
34193,43,13,0.3023255813953488,0.8067811827045367,0.9337536511119715,-0.1269724684074348,0.9668658474070388,1.1596405918948178,1.0767583626993866,200,2031,Notice
20599,31,12,0.3870967741935484,1.3987024677219324,1.1907280211529019,0.20797444656903052,1.0143001955533575,0.8874426410326364,0.8962454862383956,54,2121,skip
19798,31,12,0.3870967741935484,1.1866063904618063,1.03636261243974,0.15024377802206623,0.9076423242447837,1.083169825014568,1.0930750577920867,55,2122,direct
883,31,12,0.3870967741935484,0.9900198866569282,1.1534212304463276,-0.1634013437893994,0.7870323387790721,0.7854475168777494,0.6129851704746663,56,2123, man
16229,33,12,0.36363636363636365,0.9452195247691689,1.0397507433751316,-0.0945312186059627,1.0576686952404226,1.1229032869591857,1.148854578308987,76,2124, educational
52933,34,12,0.35294117647058826,0.7388873533302959,0.7068854239741929,0.03200192935610302,1.0117669005532448,0.8659798211883754,0.8594122988168451,90,2125, trig
58078,34,12,0.35294117647058826,0.6438505718046251,0.6449761314742157,-0.0011255596695906034,1.2953614182770252,1.3304156678564407,1.2031748213750475,91,2126,much
3476,34,12,0.35294117647058826,0.8783137214293673,0.9886987745446658,-0.11038505311529856,0.6550112955833808,0.4444007874425625,0.41292827250045233,92,2127, role
44868,34,12,0.35294117647058826,0.8055343806524488,0.9400263348703876,-0.1344919542179388,1.2835461065611418,1.2230954538373386,1.223971646059962,93,2128, approximate
4228,35,12,0.34285714285714286,0.7632873417011329,0.6924015121800559,0.07088582952107703,1.5203747868537902,1.5286138594150542,1.4942813864776066,108,2129, treat
15862,35,12,0.34285714285714286,0.8569009151037591,0.7705549117624315,0.08634600334132758,1.5538783778336585,1.382036741638357,1.4765367185708165,109,2130,best
10000,35,12,0.34285714285714286,0.6632197274075768,0.7658845122853375,-0.10266478487776065,0.706712202333029,0.7493416979021333,0.6683002386925604,110,2131, rise
20823,35,12,0.34285714285714286,0.733211735529559,0.6901099475366729,0.04310178799288611,1.13922104707786,0.9601260219301496,1.066315968707204,111,2132,overflow
3397,36,12,0.3333333333333333,0.678794239492306,0.5616481821709676,0.11714605732133843,1.1310871348840557,0.9775717874142613,0.9967892323677966,120,2133,move
13014,37,12,0.32432432432432434,1.3066895188751153,1.183367295819964,0.12332222305515139,0.9250556853901897,1.183801615963111,1.1883029522928032,141,2134, tech
17976,37,12,0.32432432432432434,0.8998293281087713,0.8859429909603038,0.013886337148467431,1.053192156059269,1.1062634971412253,1.1197008699517617,143,2135, rounded
6946,37,12,0.32432432432432434,0.9272289703579577,0.9379369299519038,-0.010707959593946104,0.9985606466097465,0.9483135107523074,0.9258965744819273,144,2136, rock
28800,37,12,0.32432432432432434,0.8061390961394519,0.6599256490432733,0.14621344709617856,0.9263024757037291,0.8317544807717707,0.7493993847354038,145,2137, Regular
2692,39,12,0.3076923076923077,0.5951514681438994,0.5514732727637032,0.04367819538019624,0.8986995298030127,0.9247714628668029,0.874740323455008,184,2138, account
6033,39,12,0.3076923076923077,1.524457020307608,1.5445337678188618,-0.020076747511253767,0.6018230255928709,0.49807696301809995,0.500582874728372,185,2139,Red
4431,30,11,0.36666666666666664,1.234996562435602,1.2658705292618833,-0.030873966826281185,1.3319962942351897,1.2892563195278248,1.3907494889882703,71,2267,Order
29436,31,11,0.3548387096774194,1.0795346604239555,1.0020745355155198,0.07746012490843568,1.1473357601451777,1.3347233442529556,1.254960582621636,87,2268, optimize
144582,31,11,0.3548387096774194,1.0961661127118034,0.9266620373309706,0.16950407538083279,1.2054304542590775,1.2861379080699877,1.358207242540835,88,2269,👉
55980,31,11,0.3548387096774194,1.0951996570670857,1.093493385142797,0.001706271924288627,1.080815251015367,1.16326973073545,1.144495461060996,89,2270, greedy
8692,32,11,0.34375,0.34764865869436967,0.38569381671286074,-0.038045158018491065,0.6263797597498453,0.5872182244064845,0.6348762088387616,104,2271, processing
1866,32,11,0.34375,0.8909000745500664,0.794187370329027,0.09671270422103939,1.180698062089803,1.1320461725506057,1.2621257167600106,105,2272,true
10298,32,11,0.34375,0.8106421488962487,1.0939004050924872,-0.28325825619623846,0.8667635860781786,0.9248486302232863,0.8869357377879794,106,2273,DP
3565,34,11,0.3235294117647059,0.9664627102037872,0.9778057478984813,-0.011343037694694136,0.7029668370189884,0.662171912879892,0.7637351588928141,147,2274, details
27745,35,11,0.3142857142857143,0.629689969728601,0.6463983463414479,-0.016708376612846854,1.0142343582452409,1.3592191982634956,1.1708070839395597,167,2275, Strategy
11715,35,11,0.3142857142857143,0.759033262947096,0.7792742739710385,-0.02024101102394249,0.8358778687739427,0.8405150545466313,0.7424354811868398,168,2276, arms
26931,35,11,0.3142857142857143,0.672476527488517,0.739784182990697,-0.06730765550217999,0.573685245353547,0.5630312127457651,0.6068097082210671,169,2277, circular
6589,35,11,0.3142857142857143,0.43699855337776433,0.3680223204323608,0.0689762329454035,0.6428273333074945,0.8751933471397414,0.8091782746582924,170,2278, selection
6733,30,10,0.3333333333333333,0.5974636927097389,0.6764182468270491,-0.07895455411731023,0.41208288525537495,0.5436515445871959,0.4883317913401451,119,2403, library
20913,30,10,0.3333333333333333,0.5514995679880182,0.6196153440823158,-0.06811577609429753,1.2935284266869227,1.3520465781291326,1.2262155950069427,125,2404, connecting
48786,31,10,0.3225806451612903,0.4009255855689257,0.5286428059498576,-0.12771722038093186,0.5706150412076949,0.4129239574512241,0.45730655134379516,149,2405, flooded
7010,31,10,0.3225806451612903,0.817715880232776,0.8429474756448907,-0.025231595412114727,0.8266418234390233,1.0114887263797196,0.9827696473356252,150,2406, cool
5440,32,10,0.3125,0.7227555059589803,0.7126821825859064,0.010073323373073872,0.7657031973665105,0.864545069366498,0.9524783453458987,173,2407, technology
